score,coverage,variants_used,variants_total,variants_flipped,variants_ambiguous,trait,trait_efo
PGS001129,0.9096509240246407,886,974,0,0,Smoking status (ever vs never smokers),EFO_0006527
PGS001130,0.8744827586206897,634,725,0,0,Number of cigarettes previously smoked per day,EFO_0006525
PGS001131,0.8536585365853658,70,82,0,0,Zoster [herpes zoster] (time-to-event),EFO_0006510
PGS001132,0.9169934640522875,1403,1530,0,0,Family history of chronic bronchitis/emphysema,EFO_0000493
PGS001133,0.9524923775083316,13433,14103,0,0,Diastolic BP (AR),EFO_0006336
PGS001134,0.9549770686648149,14784,15481,0,0,Systolic BP (AR),EFO_0006335
PGS001135,0.9124513618677043,938,1028,0,0,Arthritis (nos),EFO_0005856
PGS001136,0.7666666666666667,23,30,0,0,Hematologic disease  genetic,EFO_0005803
PGS001137,0.8286604361370716,266,321,0,0,Retinal detachment,EFO_0005773
PGS001138,0.918859649122807,419,456,0,0,Rheumatoid factor [> 16 IU/mL],EFO_0005767
PGS001139,0.7272727272727273,8,11,0,0,Light smokers  at least 100 smokes in lifetime,EFO_0005671
PGS001140,0.9115497076023392,1247,1368,0,0,Seborrheic keratosis (time-to-event),EFO_0005584
PGS001141,0.9443720687858259,7249,7676,0,0,Facial ageing (looking younger than you are),EFO_0005422
PGS001142,0.9291196388261851,2058,2215,0,0,Volume of grey matter in Intracalcarine Cortex (R),EFO_0005420
PGS001143,0.8912732474964234,623,699,0,0,Volume of grey matter in Parietal Operculum Cortex (R),EFO_0005420
PGS001144,0.9597482682885623,22723,23676,0,0,Arm fat mass (L),EFO_0005409
PGS001145,0.9597075824549473,22580,23528,0,0,Arm fat mass (R),EFO_0005409
PGS001146,0.948456800743213,27565,29063,0,0,Arm fat-free mass (R),EFO_0005409
PGS001147,0.9591343093570974,22602,23565,0,0,Leg fat mass (R),EFO_0005409
PGS001148,0.9558033729004892,27941,29233,0,0,Trunk fat mass,EFO_0005409
PGS001149,0.956950998185118,26364,27550,0,0,Whole body fat mass,EFO_0005409
PGS001150,0.9469069654164637,3888,4106,0,0,Sleep duration,EFO_0005271
PGS001152,0.9468513606444641,9638,10179,0,0,Red blood cell distribution width,EFO_0005192
PGS001153,0.6,3,5,0,0,Folic acid or folate (Vitamin B9),EFO_0005111
PGS001154,0.9585265519820494,25631,26740,0,0,Impedance (left arm),EFO_0005106
PGS001155,0.9581709714128074,27786,28999,0,0,Impedance (left leg),EFO_0005106
PGS001156,0.958029197080292,28875,30140,0,0,Impedance (right arm),EFO_0005106
PGS001157,0.9578217821782178,29022,30300,0,0,Impedance (right leg),EFO_0005106
PGS001158,0.9509220604187897,28928,30421,0,0,Left leg mass (predicted),EFO_0005106
PGS001159,0.9509703143008441,30529,32103,0,0,Right leg mass (predicted),EFO_0005106
PGS001160,0.9506195502524094,31071,32685,0,0,Trunk mass (predicted),EFO_0005106
PGS001161,0.9572909553665653,30842,32218,0,0,Whole body impedance,EFO_0005106
PGS001162,0.9583824425929689,23581,24605,0,0,Hip circumference,EFO_0005093
PGS001163,0.9477635954092031,8836,9323,0,0,Monocyte count,EFO_0005091
PGS001164,0.7178571428571429,201,280,0,0,Testicular cancer,EFO_0005088
PGS001165,0.9487154150197629,28803,30360,0,0,Arm fat free mass (L),EFO_0004995
PGS001166,0.9508899143045485,28850,30340,0,0,Leg fat free mass (L),EFO_0004995
PGS001167,0.9512263621044749,30483,32046,0,0,Leg fat-free mass (R),EFO_0004995
PGS001168,0.9509913954358399,33046,34749,0,0,Trunk fat free mass,EFO_0004995
PGS001169,0.9512845792495506,32806,34486,0,0,Whole body fat free mass,EFO_0004995
PGS001172,0.9490420542173463,11938,12579,0,0,Eosinophill count,EFO_0004842
PGS001173,0.9523045320323533,14835,15578,0,0,Neutrophill count,EFO_0004833
PGS001174,0.9371134020618557,909,970,0,0,Cholelithiasis (time-to-event),EFO_0004799
PGS001179,0.7142857142857143,5,7,0,0,Vascular dementia (time-to-event),EFO_0004718
PGS001180,0.9524469982167625,14421,15141,0,0,Lung function (FEV1/FVC),EFO_0004713
PGS001181,0.9527326440177253,4515,4739,0,0,Other hypothyroidism (time-to-event),EFO_0004705
PGS001182,0.9002849002849003,316,351,0,0,Estradiol [> 212 pmol/L],EFO_0004697
PGS001185,0.9274553571428571,3324,3584,0,0,Intra-ocular pressure  Goldmann-correlated ®,EFO_0004695
PGS001192,0.9297237569060773,4207,4525,0,0,Gonarthrosis [arthrosis of knee] (time-to-event),EFO_0004616
PGS001199,0.9323361823361823,3927,4212,0,0,Lymphocyte count,EFO_0004587
PGS001200,0.952848967404827,22977,24114,0,0,Mean platelet volume,EFO_0004584
PGS001218,0.9347181008902077,2205,2359,0,0,Mean corpuscular haemoglobin concentration,EFO_0004528
PGS001219,0.9517034530492963,12375,13003,0,0,Mean corpuscular hemoglobin,EFO_0004527
PGS001220,0.9549419444283981,16531,17311,0,0,Mean corpuscular volume,EFO_0004526
PGS001225,0.949176261052096,14922,15721,0,0,Percentage of hematocrit,EFO_0004348
PGS001226,0.9467983434214718,5944,6278,0,0,Birth weight,EFO_0004344
PGS001227,0.9552040097110188,24394,25538,0,0,Waist circumference,EFO_0004342
PGS001228,0.9567573545675735,25953,27126,0,0,Body mass index,EFO_0004340
PGS001229,0.9568435235993673,48999,51209,0,0,Standing height,EFO_0004339
PGS001230,0.955031708410736,29818,31222,0,0,Body weight,EFO_0004338
PGS001232,0.9473893585280955,9526,10055,0,0,Fluid intelligence score,EFO_0004337
PGS001233,0.94922172258734,13721,14455,0,0,Heart rate (AR),EFO_0004326
PGS001234,0.9488358442574839,29097,30666,0,0,Left arm mass (predicted),EFO_0004324
PGS001235,0.9482544501172899,27488,28988,0,0,Right arm mass (predicted),EFO_0004324
PGS001236,0.9478908188585607,16808,17732,0,0,Lung function (FEV1),EFO_0004314
PGS001237,0.9488074183834425,19850,20921,0,0,Lung function (FVC),EFO_0004312
PGS001238,0.9555296669746515,23786,24893,0,0,Platelet count,EFO_0004309
PGS001239,0.9535727239753355,13145,13785,0,0,White blood cell count,EFO_0004308
PGS001240,0.950537109375,19467,20480,0,0,Red blood cell count,EFO_0004305
PGS001241,0.9527519129713284,20669,21694,0,0,Ankle spacing width,EFO_0004302
PGS001242,0.9455128205128205,12685,13416,0,0,Ankle spacing width (L),EFO_0004302
PGS001243,0.9474692744813004,14339,15134,0,0,Ankle spacing width (R),EFO_0004302
PGS001244,0.9269311064718163,888,958,0,0,Ease of skin tanning (get mildly or occasionally tanned),EFO_0004279
PGS001245,0.9313033791310806,2508,2693,0,0,Ease of skin tanning (get moderately tanned),EFO_0004279
PGS001246,0.9331719128329298,3854,4130,0,0,Ease of skin tanning (get very tanned),EFO_0004279
PGS001247,0.9376384931940488,2962,3159,0,0,Ease of skin tanning (never tan  only burn),EFO_0004279
PGS001248,0.8318181818181818,732,880,0,0,Gout,EFO_0004274
PGS001249,0.8669265033407573,1557,1796,0,0,Gout (time-to-event),EFO_0004274
PGS001250,0.8299120234604106,283,341,0,0,Calculus of kidney and ureter (time-to-event),EFO_0004253
PGS001251,0.8421052631578947,48,57,0,0,Other interstitial pulmonary diseases (time-to-event),EFO_0004244
PGS001252,0.9241490217099974,3448,3731,0,0,Hearing difficulty and deafness,EFO_0004238
PGS001253,0.9189799870884442,2847,3098,0,0,Hearing difficulty,EFO_0004238
PGS001254,0.7272727272727273,8,11,0,0,Dupuytren's contracture,EFO_0004229
PGS001255,0.9014084507042254,192,213,0,0,Otosclerosis (time-to-event),EFO_0004213
PGS001256,0.9440639269406392,827,876,0,0,Gallstones,EFO_0004210
PGS001257,0.9113680154142582,473,519,0,0,Childhood sunburn,EFO_0003958
PGS001258,0.9095890410958904,332,365,0,0,Radius fracture,EFO_0003957
PGS001259,0.8911174785100286,311,349,0,0,Hayfever/allergic rhinitis,EFO_0003956
PGS001260,0.9110070257611241,2334,2562,0,0,Angina,EFO_0003913
PGS001261,0.9140253565768621,2307,2524,0,0,Angina pectoris (time-to-event),EFO_0003913
PGS001262,0.9076673866090713,1681,1852,0,0,Vascular/heart problems diagnosed by doctor Angina,EFO_0003913
PGS001263,0.9171058936272161,1914,2087,0,0,Atrial flutter,EFO_0003911
PGS001264,0.8891537544696066,746,839,0,0,Deep vein thrombosis,EFO_0003907
PGS001265,0.9098039215686274,1392,1530,0,0,Deep vein thrombosis (leg),EFO_0003907
PGS001266,0.9165256627185561,1625,1773,0,0,Deep vein thrombosis (diagnosed by doctor),EFO_0003907
PGS001267,0.9,9,10,0,0,Ankylosing spondylitis,EFO_0003898
PGS001268,0.9,9,10,0,0,Ankylosing spondylitis (time-to-event),EFO_0003898
PGS001270,0.8780487804878049,36,41,0,0,Multiple sclerosis,MONDO_0005301
PGS001271,0.8611111111111112,31,36,0,0,Multiple sclerosis (time-to-event),MONDO_0005301
PGS001272,0.8670886075949367,137,158,0,0,Chronic renal failure (time-to-event),EFO_0003884
PGS001273,0.9177215189873418,290,316,0,0,Osteoporosis,EFO_0003882
PGS001274,0.947244094488189,1203,1270,0,0,Osteoporosis without pathological fracture (time-to-event),EFO_0003882
PGS001275,0.8333333333333334,5,6,0,0,Other retinal disorders (time-to-event),EFO_0003839
PGS001276,0.8108108108108109,150,185,0,0,Retinal disorders in diseases classified elsewhere (time-to-event),EFO_0003839
PGS001277,0.8125,78,96,0,0,PE +/- DVT,EFO_0003827
PGS001278,0.8947368421052632,493,551,0,0,previously: Blood clot in the leg (DVT) or lung,EFO_0003827
PGS001279,0.8404255319148937,79,94,0,0,previously: Blood clot in the lung,EFO_0003827
PGS001280,0.7840909090909091,69,88,0,0,PE (time-to-event),EFO_0003827
PGS001281,0.96,24,25,0,0,Migraine,MONDO_0005277
PGS001282,0.9118541033434651,300,329,0,0,Migraine (time-to-event),MONDO_0005277
PGS001283,0.9063444108761329,900,993,0,0,Allergic disease (hay fever  rhinitis or eczema),MONDO_0005271
PGS001284,0.9461139896373058,6391,6755,0,0,Allergic disease (hay fever  allergic rhinitis  or eczema),MONDO_0005271
PGS001285,0.9480377410091617,6933,7313,0,0,Allergic disease (hay fever  rhinitis  or eczema) (diagnosed by doctor),MONDO_0005271
PGS001286,0.8884120171673819,414,466,0,0,Allergic disease (hay fever or allergic rhinitis) (diagnosed by doctor),MONDO_0005271
PGS001287,0.7222222222222222,26,36,0,0,Psoriatic arthropathy,EFO_0003778
PGS001288,0.8717948717948718,170,195,0,0,Inflammatory bowel disease,EFO_0003767
PGS001289,0.7272727272727273,8,11,0,0,Thyroid cancer,EFO_0002892
PGS001290,0.927461139896373,537,579,0,0,Osteoarthritis,MONDO_0005178
PGS001291,0.8396624472573839,796,948,0,0,Prostate cancer,EFO_0001663
PGS001292,0.9019933554817275,543,602,0,0,Family history of prostate cancer,EFO_0600083
PGS001293,0.8586956521739131,79,92,0,0,Other diseases of liver (time-to-event),EFO_0001421
PGS001294,0.9216247139588101,3222,3496,0,0,Non-insulin-dependent diabetes (time-to-event),MONDO_0005148
PGS001295,0.8441558441558441,325,385,0,0,Type 2 diabetes,MONDO_0005148
PGS001296,0.8567415730337079,305,356,0,0,Insulin-dependent diabetes mellitus (time-to-event),MONDO_0005147
PGS001297,0.8260869565217391,57,69,0,0,Type 1 diabetes,MONDO_0005147
PGS001298,0.9445106751923702,8715,9227,0,0,Obesity (time-to-event),EFO_0001073
PGS001299,0.8333333333333334,20,24,0,0,Cervical cancer,EFO_0001061
PGS001300,0.4444444444444444,4,9,0,0,Celiac disease or gluten sensitivity  diagnosed,EFO_0001060
PGS001301,0.8878504672897196,380,428,0,0,Malabsorption/coeliac disease,EFO_0001060
PGS001302,0.9159802306425041,1112,1214,0,0,Cataract,MONDO_0005129
PGS001303,0.9041666666666667,434,480,0,0,Other cataract (time-to-event),MONDO_0005129
PGS001304,0.896551724137931,104,116,0,0,Melanoma (malignant),EFO_0000756
PGS001305,0.859504132231405,104,121,0,0,Vitamin b12 deficiency induced anemia (time-to-event),EFO_0000734
PGS001306,0.8603351955307262,154,179,0,0,Ulcerative colitis,EFO_0000729
PGS001307,0.8702101359703337,704,809,0,0,Ulcerative colitis (time-to-event),EFO_0000729
PGS001308,1.0,7,7,0,0,Sjogren's syndrome/sicca syndrome,EFO_0000699
PGS001309,0.8823529411764706,285,323,0,0,Other rheumatoid arthritis (time-to-event),EFO_0000685
PGS001310,0.8457142857142858,148,175,0,0,Rheumatoid arthritis,EFO_0000685
PGS001311,0.6666666666666666,2,3,0,0,Seropositive rheumatoid arthritis (time-to-event),EFO_0000685
PGS001312,0.8774509803921569,179,204,0,0,Psoriasis,EFO_0000676
PGS001313,0.916955017301038,530,578,0,0,Psoriasis (time-to-event),EFO_0000676
PGS001314,0.8772563176895307,972,1108,0,0,Acute myocardial infarction (time-to-event),EFO_0000612
PGS001315,0.9004474272930649,1610,1788,0,0,Myocardial infarction,EFO_0000612
PGS001316,0.9022392135445112,1652,1831,0,0,Myocardial infarction (algorithmically-defined),EFO_0000612
PGS001317,0.8631067961165049,889,1030,0,0,Vascular/heart problems diagnosed by doctor Heart attack,EFO_0000612
PGS001318,0.9391969407265774,7368,7845,0,0,Disorders of lipoprotein metabolism and other lipidaemias (time-to-event),EFO_0000589
PGS001319,1.0,2,2,0,0,Other metabolic disorders (time-to-event),EFO_0000589
PGS001320,0.9527227902255094,13139,13791,0,0,Hypertension,EFO_0000537
PGS001321,0.900271985494107,993,1103,0,0,Eye problems/disorders (Glaucoma),MONDO_0005041
PGS001322,0.9099236641221374,596,655,0,0,Glaucoma,MONDO_0005041
PGS001323,0.9075508228460794,1875,2066,0,0,Glaucoma (time-to-event),MONDO_0005041
PGS001324,0.949141538017602,13157,13862,0,0,Family history of high blood pressure,EFO_0000493
PGS001326,0.8095238095238095,34,42,0,0,Emphysema,EFO_0000464
PGS001327,0.924006908462867,3745,4053,0,0,Diabetes,EFO_0000400
PGS001328,0.9292246520874752,2337,2515,0,0,Family history of diabetes,EFO_0000493
PGS001329,0.913215859030837,2073,2270,0,0,Unspecified diabetes mellitus (time-to-event),EFO_0000400
PGS001330,0.8772727272727273,193,220,0,0,Crohn's disease [regional enteritis] (time-to-event),EFO_0000384
PGS001331,0.8832684824902723,227,257,0,0,Crohns disease,EFO_0000384
PGS001332,0.8547717842323651,412,482,0,0,Chronic obstructive pulmonary disease,EFO_0000341
PGS001333,0.8734622144112478,497,569,0,0,Chronic obstructive pulmonary disease (algorithmically-defined),EFO_0000341
PGS001334,0.8634538152610441,430,498,0,0,Other chronic obstructive pulmonary disease (time-to-event),EFO_0000341
PGS001335,0.9497016197783461,13368,14076,0,0,Vascular/heart problems diagnosed by doctor High BP,EFO_0000319
PGS001336,0.9369369369369369,520,555,0,0,Breast cancer,EFO_0000305
PGS001337,0.882051282051282,172,195,0,0,Family history of breast cancer,EFO_0005606
PGS001338,0.8397383483237939,1027,1223,0,0,Hyperplasia of prostate (time-to-event),EFO_0000284
PGS001339,0.9159663865546218,1962,2142,0,0,Atrial fibrillation and flutter (time-to-event),EFO_0000275
PGS001340,0.9279187817258884,2742,2955,0,0,Atrial fibrillation,EFO_0000275
PGS001341,0.9443234836702955,6072,6430,0,0,Asthma,MONDO_0004979
PGS001343,0.9453696498054475,6074,6425,0,0,Asthma (algorithmically-defined),MONDO_0004979
PGS001344,0.9462453168268448,5809,6139,0,0,Asthma (diagnosed by doctor),MONDO_0004979
PGS001345,0.8919540229885058,388,435,0,0,Asthma (diagnosed by doctor),MONDO_0004979
PGS001346,0.9451104842501176,8041,8508,0,0,Asthma (time-to-event),MONDO_0004979
PGS001347,0.8561151079136691,119,139,0,0,Family history of Alzheimer's/dementia,EFO_0009268
PGS001348,0.8,12,15,0,0,Alzheimer's disease (algorithmically-defined),MONDO_0004975
PGS001349,1.0,6,6,0,0,Alzheimer's disease (time-to-event),MONDO_0004975
PGS001350,1.0,1023373,1023373,0,0,Fasting glucose,EFO_0004465
PGS001351,1.0,1025098,1025098,0,0,Fasting insulin,EFO_0004466
PGS001352,1.0,1018836,1018836,0,0,Glycated haemoglobin levels (HbA1c),EFO_0004541
PGS001353,0.8333333333333334,5,6,0,0,Parkinson's disease,MONDO_0005180
PGS001354,0.6666666666666666,8,12,0,0,Thyroid cancer,EFO_0002892
PGS001355,1.0,2994055,2994055,0,0,Coronary artery disease,EFO_0001645
PGS001356,1.0,2996793,2996793,0,0,Atrial fibrillation,EFO_0000275
PGS001357,1.0,2996761,2996761,0,0,Type 2 diabetes,MONDO_0005148
PGS001358,0.8986486486486487,133,148,0,0,3mm cylindrical power (R),EFO_0004731
PGS001359,0.9493524270822365,9016,9497,0,0,3mm strong meridian (L),EFO_0004731
PGS001360,0.9493156119817496,9571,10082,0,0,3mm strong meridian (R),EFO_0004731
PGS001361,0.9016393442622951,880,976,0,0,3mm strong meridian angle (L),EFO_0004731
PGS001362,0.9515116279069767,8183,8600,0,0,3mm weak meridian (L),EFO_0004731
PGS001363,0.9490148057441835,8525,8983,0,0,3mm weak meridian (R),EFO_0004731
PGS001364,0.9028213166144201,288,319,0,0,6mm cylindrical power angle (L),EFO_0004731
PGS001365,0.9499059266227657,8078,8504,0,0,6mm strong meridian (L),EFO_0004731
PGS001366,0.9469573706475757,8730,9219,0,0,6mm strong meridian (R),EFO_0004731
PGS001367,0.9493006993006993,8145,8580,0,0,6mm weak meridian (L),EFO_0004731
PGS001368,0.9483390607101947,8279,8730,0,0,6mm weak meridian (R),EFO_0004731
PGS001369,0.75,3,4,0,0,Acute appendicitis (time-to-event),EFO_0007149
PGS001370,0.9023861171366594,832,922,0,0,Age asthma diagnosed,MONDO_0004979
PGS001371,0.7307692307692307,19,26,0,0,Age diabetes diagnosed,EFO_0004918
PGS001372,0.9254901960784314,236,255,0,0,Age hayfever or allergic rhinitis diagnosed by doctor,MONDO_0005271
PGS001373,0.9456595264937994,8388,8870,0,0,Age started wearing glasses or contact lenses,EFO_0004731
PGS001374,0.8642533936651584,573,663,0,0,Age stopped smoking,EFO_0004319
PGS001375,0.8930041152263375,217,243,0,0,Average heart rate,EFO_0004326
PGS001376,0.9029585798816568,763,845,0,0,Average number of times bowels opened per day,EFO_0600084
PGS001377,0.9416536661466459,3018,3205,0,0,Basophill %,EFO_0007992
PGS001378,0.9429508196721311,2876,3050,0,0,Basophill count,EFO_0005090
PGS001379,0.92,782,850,0,0,Body surface area,EFO_0004302
PGS001380,0.9321428571428572,2088,2240,0,0,Corneal hysteresis (L),EFO_0010066
PGS001381,0.93,2325,2500,0,0,Corneal hysteresis (R),EFO_0010066
PGS001382,0.9301255230125522,2223,2390,0,0,Corneal resistance factor (L),EFO_0010067
PGS001383,0.9358030956609997,3688,3941,0,0,Corneal resistance factor (R),EFO_0010067
PGS001384,0.9246395806028833,1411,1526,0,0,Degree bothered by feeling tired all the time in the last 3 months,EFO_0011014
PGS001385,1.0,9,9,0,0,Degree bothered by headaches in the last 3 months,EFO_0011014
PGS001386,0.9101123595505618,486,534,0,0,Degree bothered by pain in arms/legs/joints in the past 3 months,EFO_0011014
PGS001387,0.8978978978978979,299,333,0,0,Degree bothered by urinary frequency/bladder irritability in the last 3 months,EFO_0011014
PGS001388,1.0,1,1,0,0,Difficulty not smoking for 1 day,EFO_0005671
PGS001389,0.8968655207280081,887,989,0,0,Dried fruit intake,EFO_0008111
PGS001390,0.8227272727272728,181,220,0,0,Duodenal ulcer (time-to-event),EFO_0004607
PGS001391,0.8852258852258852,725,819,0,0,Ever taken cannabis,EFO_0007585
PGS001392,0.8878205128205128,277,312,0,0,Family history of lung cancer,EFO_0006953
PGS001393,0.8793969849246231,350,398,0,0,Father's age at death,EFO_0009712
PGS001394,0.913953488372093,786,860,0,0,Freq. of drinking alcohol,EFO_0007878
PGS001395,0.90625,232,256,0,0,Frequency of discomfort/pain in abdomen in last 3 months,HP_0002027
PGS001396,0.9201974496092143,2237,2431,0,0,Frequency of unenthusiasm / disinterest in last 2 weeks,EFO_0007803
PGS001397,0.9090909090909091,1160,1276,0,0,Frequency of walking for pleasure in last 4 weeks,EFO_0008002
PGS001398,0.9074355083459787,598,659,0,0,Friendship satisfaction,EFO_0009725
PGS001399,0.6,3,5,0,0,GE / gI antigen for Varicella Zoster Virus,EFO_0009340
PGS001400,0.9479553903345725,14790,15602,0,0,Haemoglobin concentration,EFO_0004509
PGS001401,0.9288864388092613,1685,1814,0,0,Health satisfaction,EFO_0009724
PGS001402,0.9477931373236966,13507,14251,0,0,Heel bone mineral density (BMD),EFO_0009270
PGS001403,0.9388050694025347,7778,8285,0,0,Heel bone mineral density (BMD) (L),EFO_0009270
PGS001404,0.9428245304555359,9086,9637,0,0,Heel bone mineral density (BMD) (R),EFO_0009270
PGS001405,0.9273531269740998,2936,3166,0,0,Height,EFO_0004339
PGS001406,0.9486629667003027,15042,15856,0,0,High light scatter reticulocyte count,EFO_0010700
PGS001407,0.7121212121212122,47,66,0,0,HTLV-1 gag antigen for Human T-Lymphotropic Virus 1,EFO_0007937
PGS001408,0.9478428847392144,10304,10871,0,0,Immature reticulocyte fraction,EFO_0009253
