Polygenic Score (PGS) ID,PGS Name,Reported Trait,Mapped Trait(s) (EFO label),Mapped Trait(s) (EFO ID),PGS Development Method,PGS Development Details/Relevant Parameters,Original Genome Build,Number of Variants,Number of Interaction Terms,Type of Variant Weight,PGS Publication (PGP) ID,Publication (PMID),Publication (doi),Score and results match the original publication,Ancestry Distribution (%) - Source of Variant Associations (GWAS),Ancestry Distribution (%) - Score Development/Training,Ancestry Distribution (%) - PGS Evaluation,FTP link,Release Date,License/Terms of Use
PGS001337,GBE_FH1002,Family history of breast cancer,family history of breast cancer,EFO_0005606,snpnet,,GRCh37,195,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001337/ScoringFiles/PGS001337.txt.gz,2021-10-21,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001338,GBE_HC1322,Hyperplasia of prostate (time-to-event),benign prostatic hyperplasia,EFO_0000284,snpnet,,GRCh37,1223,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001338/ScoringFiles/PGS001338.txt.gz,2021-10-21,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001339,GBE_HC964,Atrial fibrillation and flutter (time-to-event),atrial fibrillation|atrial flutter,EFO_0000275|EFO_0003911,snpnet,,GRCh37,2142,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001339/ScoringFiles/PGS001339.txt.gz,2021-10-21,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001340,GBE_HC281,Atrial fibrillation,atrial fibrillation,EFO_0000275,snpnet,,GRCh37,2955,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001340/ScoringFiles/PGS001340.txt.gz,2021-10-21,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001341,GBE_HC382,Asthma,asthma,MONDO_0004979,snpnet,,GRCh37,6430,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001341/ScoringFiles/PGS001341.txt.gz,2021-10-21,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001343,GBE_HC1581,Asthma (algorithmically-defined),asthma,MONDO_0004979,snpnet,,GRCh37,6425,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001343/ScoringFiles/PGS001343.txt.gz,2021-10-21,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001344,GBE_BIN_FC4006152,Asthma (diagnosed by doctor),asthma,MONDO_0004979,snpnet,,GRCh37,6139,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001344/ScoringFiles/PGS001344.txt.gz,2021-10-21,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001345,GBE_BIN22127,Asthma (diagnosed by doctor),asthma,MONDO_0004979,snpnet,,GRCh37,435,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001345/ScoringFiles/PGS001345.txt.gz,2021-10-21,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001346,GBE_HC1036,Asthma (time-to-event),asthma,MONDO_0004979,snpnet,,GRCh37,8508,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001346/ScoringFiles/PGS001346.txt.gz,2021-10-21,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001347,GBE_FH1263,Family history of Alzheimer's/dementia,family history of Alzheimer’s disease,EFO_0009268,snpnet,,GRCh37,139,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001347/ScoringFiles/PGS001347.txt.gz,2021-10-21,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001348,GBE_HC1584,Alzheimer's disease (algorithmically-defined),Alzheimer disease,MONDO_0004975,snpnet,,GRCh37,15,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:50|African:25|South Asian:25,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001348/ScoringFiles/PGS001348.txt.gz,2021-10-21,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001349,GBE_HC807,Alzheimer's disease (time-to-event),Alzheimer disease,MONDO_0004975,snpnet,,GRCh37,6,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:50|African:25|South Asian:25,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001349/ScoringFiles/PGS001349.txt.gz,2021-10-21,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001350,MAGICTA_EUR_PGS_FG,Fasting glucose,fasting blood glucose measurement,EFO_0004465,PRS-CS,auto,GRCh37,1023373,0,NR,PGP000246,34059833,10.1038/s41588-021-00852-9,True,European:100,European:100,African:33.3|East Asian:33.3|European:33.3,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001350/ScoringFiles/PGS001350.txt.gz,2021-11-04,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001351,MAGICTA_EUR_PGS_FI,Fasting insulin,fasting blood insulin measurement,EFO_0004466,PRS-CS,auto,GRCh37,1025098,0,NR,PGP000246,34059833,10.1038/s41588-021-00852-9,True,European:100,European:100,African:33.3|East Asian:33.3|European:33.3,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001351/ScoringFiles/PGS001351.txt.gz,2021-11-04,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001352,MAGICTA_EUR_PGS_HbA1c,Glycated haemoglobin levels (HbA1c),HbA1c measurement,EFO_0004541,PRS-CS,auto,GRCh37,1018836,0,NR,PGP000246,34059833,10.1038/s41588-021-00852-9,True,European:100,European:100,African:50|East Asian:25|European:25,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001352/ScoringFiles/PGS001352.txt.gz,2021-11-04,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001353,PRS6_PD,Parkinson's disease,Parkinson disease,MONDO_0005180,"4 Genome-wide significant SNPs, 2 Asian specific risk variants",,NR,6,0,NR,PGP000250,34402545,10.1002/mds.28761,True,East Asian:100,,Additional Asian Ancestries:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001353/ScoringFiles/PGS001353.txt.gz,2021-11-04,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001354,PRS12_TC,Thyroid cancer,thyroid carcinoma,EFO_0002892,Variants significantly associated with thyroid cancer,Associations in European ancestry,NR,12,0,NR,PGP000251,34465587,10.1158/1055-9965.epi-21-0448,True,European:100,,European:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001354/ScoringFiles/PGS001354.txt.gz,2021-11-04,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001355,CAD_AnnoPred_PRS,Coronary artery disease,coronary artery disease,EFO_0001645,AnnoPred,"Tier2, pT, p=0.003",hg19,2994055,0,NR,PGP000252,33433237,10.1161/circgen.120.003128,True,European:100,European:100,European:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001355/ScoringFiles/PGS001355.txt.gz,2021-11-04,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001356,AF_AnnoPred_PRS,Atrial fibrillation,atrial fibrillation,EFO_0000275,AnnoPred,"Tier3, h2, p=0.01",hg19,2996793,0,NR,PGP000252,33433237,10.1161/circgen.120.003128,True,European:100,European:100,European:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001356/ScoringFiles/PGS001356.txt.gz,2021-11-04,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001357,T2D_AnnoPred_PRS,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,AnnoPred,"Tier3, pT, p=0.003",hg19,2996761,0,NR,PGP000252,33433237,10.1161/circgen.120.003128,True,European:100,European:100,European:100,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001357/ScoringFiles/PGS001357.txt.gz,2021-11-04,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001358,GBE_INI5116,3mm cylindrical power (R),eye measurement,EFO_0004731,snpnet,,GRCh37,148,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001358/ScoringFiles/PGS001358.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001359,GBE_INI5135,3mm strong meridian (L),eye measurement,EFO_0004731,snpnet,,GRCh37,9497,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001359/ScoringFiles/PGS001359.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001360,GBE_INI5132,3mm strong meridian (R),eye measurement,EFO_0004731,snpnet,,GRCh37,10082,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001360/ScoringFiles/PGS001360.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001361,GBE_INI5104,3mm strong meridian angle (L),eye measurement,EFO_0004731,snpnet,,GRCh37,976,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001361/ScoringFiles/PGS001361.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001362,GBE_INI5096,3mm weak meridian (L),eye measurement,EFO_0004731,snpnet,,GRCh37,8600,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001362/ScoringFiles/PGS001362.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001363,GBE_INI5099,3mm weak meridian (R),eye measurement,EFO_0004731,snpnet,,GRCh37,8983,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001363/ScoringFiles/PGS001363.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001364,GBE_INI5113,6mm cylindrical power angle (L),eye measurement,EFO_0004731,snpnet,,GRCh37,319,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001364/ScoringFiles/PGS001364.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001365,GBE_INI5134,6mm strong meridian (L),eye measurement,EFO_0004731,snpnet,,GRCh37,8504,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001365/ScoringFiles/PGS001365.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001366,GBE_INI5133,6mm strong meridian (R),eye measurement,EFO_0004731,snpnet,,GRCh37,9219,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001366/ScoringFiles/PGS001366.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001367,GBE_INI5097,6mm weak meridian (L),eye measurement,EFO_0004731,snpnet,,GRCh37,8580,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001367/ScoringFiles/PGS001367.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
