score,coverage,variants_used,variants_total,variants_flipped,variants_ambiguous,trait,trait_efo
PGS001081,0.6666666666666666,6,9,0,0,JC VP1 antigen for Human Polyomavirus JCV,EFO_0007937
PGS001082,0.8321678321678322,119,143,0,0,MC VP1 antigen for Merkel Cell Polyomavirus,EFO_0007937
PGS001085,0.8644859813084113,185,214,0,0,Increased alcohol consumption  versus 10 years ago,EFO_0007878
PGS001086,0.8803501945525292,905,1028,0,0,Alcohol consumption,EFO_0007878
PGS001087,0.9330779360708727,7794,8353,0,0,Alcohol intake frequency,EFO_0007878
PGS001088,0.8831808585503167,2510,2842,0,0,Average weekly alcohol consumption (beer and cider),EFO_0007878
PGS001090,0.9301125082726671,7027,7555,0,0,Often felt loved as a child,EFO_0007869
PGS001091,0.8681818181818182,573,660,0,0,Loneliness,EFO_0007865
PGS001092,0.8744693753790176,1442,1649,0,0,Hair colour  black,EFO_0007822
PGS001093,0.9403156384505021,6554,6970,0,0,Hair colour  blonde,EFO_0007822
PGS001094,0.9232107355864811,3715,4024,0,0,Hair colour  brown,EFO_0007822
PGS001095,0.9325326739667962,5280,5662,0,0,Hair colour  dark brown,EFO_0007822
PGS001096,0.9167842031029619,1950,2127,0,0,Hair colour  light brown,EFO_0007822
PGS001097,0.7619047619047619,16,21,0,0,Hair colour  other,EFO_0007822
PGS001098,0.904380012338063,1466,1621,0,0,Hair colour  red,EFO_0007822
PGS001099,0.9362855851784907,6216,6639,0,0,Spherical power (left eye),EFO_0007814
PGS001100,0.942312925170068,6926,7350,0,0,Spherical power (right eye),EFO_0007814
PGS001101,0.9473645787706234,25954,27396,0,0,Body fat percentage,EFO_0007800
PGS001102,0.9521095543418032,24056,25266,0,0,Body fat percentage (left arm),EFO_0007800
PGS001103,0.9476789649534372,26662,28134,0,0,Body fat percentage (left leg),EFO_0007800
PGS001104,0.9466676135354898,26661,28163,0,0,Body fat percentage (right leg),EFO_0007800
PGS001105,0.9470196093719543,24292,25651,0,0,Body fat percentage (trunk fat),EFO_0007800
PGS001106,0.9548511047070125,22862,23943,0,0,Percentage of right arm fat,EFO_0007800
PGS001107,0.8798076923076923,915,1040,0,0,UACR [> 30 mg/g],EFO_0007778
PGS001108,0.9434285003421036,30335,32154,0,0,Basal metabolic rate,EFO_0007777
PGS001109,0.9073298429319372,1733,1910,0,0,Vasomotor and allergic rhinitis (time-to-event),EFO_0007533
PGS001110,0.5,3,6,0,0,Reactive arthropathies (time-to-event),EFO_0007460
PGS001111,0.6964856230031949,218,313,0,0,Male genital tract cancer,EFO_0007355
PGS001112,0.8617234468937875,430,499,0,0,Aspirin,EFO_0007013
PGS001113,0.8746835443037975,691,790,0,0,Aspirin use self-reported,EFO_0007013
PGS001114,0.883054892601432,370,419,0,0,Ibuprofen use self-reported,EFO_0007012
PGS001115,0.9319494971110636,4355,4673,0,0,Paracetamol use self-reported,EFO_0007012
PGS001116,0.8735632183908046,152,174,0,0,Ibuprofen (e.g. Nurofen),EFO_0007012
PGS001117,0.75,51,68,0,0,Started insulin within one year diagnosis of diabetes,EFO_0600082
PGS001118,0.9122426868905742,1684,1846,0,0,Taking other prescription medications,EFO_0007010
PGS001119,0.9317934190455437,12828,13767,0,0,Left hand grip strength,EFO_0006941
PGS001120,0.9320626384055679,11785,12644,0,0,Right hand grip strength,EFO_0006941
PGS001123,0.7291666666666666,35,48,0,0,Coffee consumption,EFO_0006781
PGS001124,0.9299566742314834,9015,9694,0,0,Coffee consumption (ground coffee),EFO_0006781
PGS001125,0.8634259259259259,373,432,0,0,Coffee consumption (instant coffee),EFO_0006781
PGS001126,0.9188332276474318,2898,3154,0,0,Coffee intake,EFO_0006781
PGS001127,0.9392363931762795,11562,12310,0,0,Never Smoker,EFO_0006527
PGS001128,0.9273229070837167,4032,4348,0,0,Previous Smoker,EFO_0006527
PGS001129,0.893223819301848,870,974,0,0,Smoking status (ever vs never smokers),EFO_0006527
PGS001130,0.8620689655172413,625,725,0,0,Number of cigarettes previously smoked per day,EFO_0006525
PGS001131,0.7926829268292683,65,82,0,0,Zoster [herpes zoster] (time-to-event),EFO_0006510
PGS001132,0.907843137254902,1389,1530,0,0,Family history of chronic bronchitis/emphysema,EFO_0000493
PGS001133,0.9405800184357938,13265,14103,0,0,Diastolic BP (AR),EFO_0006336
PGS001134,0.9463212970738324,14650,15481,0,0,Systolic BP (AR),EFO_0006335
PGS001135,0.892023346303502,917,1028,0,0,Arthritis (nos),EFO_0005856
PGS001136,0.7666666666666667,23,30,0,0,Hematologic disease  genetic,EFO_0005803
PGS001137,0.8037383177570093,258,321,0,0,Retinal detachment,EFO_0005773
PGS001138,0.8969298245614035,409,456,0,0,Rheumatoid factor [> 16 IU/mL],EFO_0005767
PGS001139,0.5454545454545454,6,11,0,0,Light smokers  at least 100 smokes in lifetime,EFO_0005671
PGS001140,0.8918128654970761,1220,1368,0,0,Seborrheic keratosis (time-to-event),EFO_0005584
PGS001141,0.9332985930171964,7164,7676,0,0,Facial ageing (looking younger than you are),EFO_0005422
PGS001142,0.9173814898419864,2032,2215,0,0,Volume of grey matter in Intracalcarine Cortex (R),EFO_0005420
PGS001143,0.8655221745350501,605,699,0,0,Volume of grey matter in Parietal Operculum Cortex (R),EFO_0005420
PGS001144,0.9515965534718702,22530,23676,0,0,Arm fat mass (L),EFO_0005409
PGS001145,0.9514195851751105,22385,23528,0,0,Arm fat mass (R),EFO_0005409
PGS001146,0.9408870385025634,27345,29063,0,0,Arm fat-free mass (R),EFO_0005409
PGS001147,0.9507320178230426,22404,23565,0,0,Leg fat mass (R),EFO_0005409
PGS001148,0.9476276810453939,27702,29233,0,0,Trunk fat mass,EFO_0005409
PGS001149,0.9486388384754991,26135,27550,0,0,Whole body fat mass,EFO_0005409
PGS001150,0.9376522162688748,3850,4106,0,0,Sleep duration,EFO_0005271
PGS001152,0.937518420277041,9543,10179,0,0,Red blood cell distribution width,EFO_0005192
PGS001153,0.4,2,5,0,0,Folic acid or folate (Vitamin B9),EFO_0005111
PGS001154,0.95018698578908,25408,26740,0,0,Impedance (left arm),EFO_0005106
PGS001155,0.9498603400117246,27545,28999,0,0,Impedance (left leg),EFO_0005106
PGS001156,0.95,28633,30140,0,0,Impedance (right arm),EFO_0005106
PGS001157,0.9498679867986799,28781,30300,0,0,Impedance (right leg),EFO_0005106
PGS001158,0.9426383090628184,28676,30421,0,0,Left leg mass (predicted),EFO_0005106
PGS001159,0.9432140298414479,30280,32103,0,0,Right leg mass (predicted),EFO_0005106
PGS001160,0.9433685176686554,30834,32685,0,0,Trunk mass (predicted),EFO_0005106
PGS001161,0.9491898938481594,30581,32218,0,0,Whole body impedance,EFO_0005106
PGS001162,0.9505385084332453,23388,24605,0,0,Hip circumference,EFO_0005093
PGS001163,0.9387536200793736,8752,9323,0,0,Monocyte count,EFO_0005091
PGS001164,0.7035714285714286,197,280,0,0,Testicular cancer,EFO_0005088
PGS001165,0.9411396574440053,28573,30360,0,0,Arm fat free mass (L),EFO_0004995
PGS001166,0.9428806855636124,28607,30340,0,0,Leg fat free mass (L),EFO_0004995
PGS001167,0.9433314610247768,30230,32046,0,0,Leg fat-free mass (R),EFO_0004995
PGS001168,0.9438832772166106,32799,34749,0,0,Trunk fat free mass,EFO_0004995
PGS001169,0.9440642579597518,32557,34486,0,0,Whole body fat free mass,EFO_0004995
PGS001172,0.9418872724381906,11848,12579,0,0,Eosinophill count,EFO_0004842
PGS001173,0.9454358711002696,14728,15578,0,0,Neutrophill count,EFO_0004833
PGS001174,0.9257731958762887,898,970,0,0,Cholelithiasis (time-to-event),EFO_0004799
PGS001179,0.5714285714285714,4,7,0,0,Vascular dementia (time-to-event),EFO_0004718
PGS001180,0.9461726438148075,14326,15141,0,0,Lung function (FEV1/FVC),EFO_0004713
PGS001181,0.9438700147710487,4473,4739,0,0,Other hypothyroidism (time-to-event),EFO_0004705
PGS001182,0.8803418803418803,309,351,0,0,Estradiol [> 212 pmol/L],EFO_0004697
PGS001185,0.9174107142857143,3288,3584,0,0,Intra-ocular pressure  Goldmann-correlated ®,EFO_0004695
PGS001192,0.9175690607734807,4152,4525,0,0,Gonarthrosis [arthrosis of knee] (time-to-event),EFO_0004616
PGS001199,0.9195156695156695,3873,4212,0,0,Lymphocyte count,EFO_0004587
PGS001200,0.9438085759309944,22759,24114,0,0,Mean platelet volume,EFO_0004584
PGS001218,0.9220008478168715,2175,2359,0,0,Mean corpuscular haemoglobin concentration,EFO_0004528
PGS001219,0.9426286241636546,12257,13003,0,0,Mean corpuscular hemoglobin,EFO_0004527
PGS001220,0.9454681994107793,16367,17311,0,0,Mean corpuscular volume,EFO_0004526
PGS001225,0.9407798486101393,14790,15721,0,0,Percentage of hematocrit,EFO_0004348
PGS001226,0.9330997132844855,5858,6278,0,0,Birth weight,EFO_0004344
PGS001227,0.9466677108622445,24176,25538,0,0,Waist circumference,EFO_0004342
PGS001228,0.9483152694831527,25724,27126,0,0,Body mass index,EFO_0004340
PGS001229,0.9487394793883888,48584,51209,0,0,Standing height,EFO_0004339
PGS001230,0.9472167061687272,29574,31222,0,0,Body weight,EFO_0004338
PGS001232,0.9375435106911985,9427,10055,0,0,Fluid intelligence score,EFO_0004337
PGS001233,0.9402974749221723,13592,14455,0,0,Heart rate (AR),EFO_0004326
PGS001234,0.9414661188286702,28871,30666,0,0,Left arm mass (predicted),EFO_0004324
PGS001235,0.9411135642334759,27281,28988,0,0,Right arm mass (predicted),EFO_0004324
PGS001236,0.9392059553349876,16654,17732,0,0,Lung function (FEV1),EFO_0004314
PGS001237,0.9404426174657043,19675,20921,0,0,Lung function (FVC),EFO_0004312
PGS001238,0.947053388502792,23575,24893,0,0,Platelet count,EFO_0004309
PGS001239,0.9450852375770765,13028,13785,0,0,White blood cell count,EFO_0004308
PGS001240,0.941845703125,19289,20480,0,0,Red blood cell count,EFO_0004305
PGS001241,0.9442242094588366,20484,21694,0,0,Ankle spacing width,EFO_0004302
PGS001242,0.9379099582587954,12583,13416,0,0,Ankle spacing width (L),EFO_0004302
PGS001243,0.9396061847495705,14220,15134,0,0,Ankle spacing width (R),EFO_0004302
PGS001244,0.9133611691022965,875,958,0,0,Ease of skin tanning (get mildly or occasionally tanned),EFO_0004279
PGS001245,0.9205347196435202,2479,2693,0,0,Ease of skin tanning (get moderately tanned),EFO_0004279
PGS001246,0.925181598062954,3821,4130,0,0,Ease of skin tanning (get very tanned),EFO_0004279
PGS001247,0.9287749287749287,2934,3159,0,0,Ease of skin tanning (never tan  only burn),EFO_0004279
PGS001248,0.8090909090909091,712,880,0,0,Gout,EFO_0004274
PGS001249,0.8569042316258352,1539,1796,0,0,Gout (time-to-event),EFO_0004274
PGS001250,0.7976539589442815,272,341,0,0,Calculus of kidney and ureter (time-to-event),EFO_0004253
PGS001251,0.8070175438596491,46,57,0,0,Other interstitial pulmonary diseases (time-to-event),EFO_0004244
PGS001252,0.9107477887965693,3398,3731,0,0,Hearing difficulty and deafness,EFO_0004238
PGS001253,0.9047772756617173,2803,3098,0,0,Hearing difficulty,EFO_0004238
PGS001254,0.6363636363636364,7,11,0,0,Dupuytren's contracture,EFO_0004229
PGS001255,0.8544600938967136,182,213,0,0,Otosclerosis (time-to-event),EFO_0004213
PGS001256,0.9269406392694064,812,876,0,0,Gallstones,EFO_0004210
PGS001257,0.8940269749518305,464,519,0,0,Childhood sunburn,EFO_0003958
PGS001258,0.8767123287671232,320,365,0,0,Radius fracture,EFO_0003957
PGS001259,0.8739255014326648,305,349,0,0,Hayfever/allergic rhinitis,EFO_0003956
PGS001260,0.8992974238875878,2304,2562,0,0,Angina,EFO_0003913
PGS001261,0.904120443740095,2282,2524,0,0,Angina pectoris (time-to-event),EFO_0003913
PGS001262,0.8947084233261339,1657,1852,0,0,Vascular/heart problems diagnosed by doctor Angina,EFO_0003913
PGS001263,0.906085289889794,1891,2087,0,0,Atrial flutter,EFO_0003911
PGS001264,0.865315852205006,726,839,0,0,Deep vein thrombosis,EFO_0003907
PGS001265,0.8928104575163399,1366,1530,0,0,Deep vein thrombosis (leg),EFO_0003907
PGS001266,0.9007332205301748,1597,1773,0,0,Deep vein thrombosis (diagnosed by doctor),EFO_0003907
PGS001267,0.9,9,10,0,0,Ankylosing spondylitis,EFO_0003898
PGS001268,0.9,9,10,0,0,Ankylosing spondylitis (time-to-event),EFO_0003898
PGS001270,0.8292682926829268,34,41,0,0,Multiple sclerosis,MONDO_0005301
PGS001271,0.8611111111111112,31,36,0,0,Multiple sclerosis (time-to-event),MONDO_0005301
PGS001272,0.8417721518987342,133,158,0,0,Chronic renal failure (time-to-event),EFO_0003884
PGS001273,0.8924050632911392,282,316,0,0,Osteoporosis,EFO_0003882
PGS001274,0.937007874015748,1190,1270,0,0,Osteoporosis without pathological fracture (time-to-event),EFO_0003882
PGS001275,0.6666666666666666,4,6,0,0,Other retinal disorders (time-to-event),EFO_0003839
PGS001276,0.7945945945945946,147,185,0,0,Retinal disorders in diseases classified elsewhere (time-to-event),EFO_0003839
PGS001277,0.7916666666666666,76,96,0,0,PE +/- DVT,EFO_0003827
PGS001278,0.8656987295825771,477,551,0,0,previously: Blood clot in the leg (DVT) or lung,EFO_0003827
PGS001279,0.7978723404255319,75,94,0,0,previously: Blood clot in the lung,EFO_0003827
PGS001280,0.7613636363636364,67,88,0,0,PE (time-to-event),EFO_0003827
PGS001281,0.84,21,25,0,0,Migraine,MONDO_0005277
PGS001282,0.8905775075987842,293,329,0,0,Migraine (time-to-event),MONDO_0005277
PGS001283,0.8962739174219537,890,993,0,0,Allergic disease (hay fever  rhinitis or eczema),MONDO_0005271
PGS001284,0.9360473723168024,6323,6755,0,0,Allergic disease (hay fever  allergic rhinitis  or eczema),MONDO_0005271
PGS001285,0.9384657459319021,6863,7313,0,0,Allergic disease (hay fever  rhinitis  or eczema) (diagnosed by doctor),MONDO_0005271
PGS001286,0.8733905579399142,407,466,0,0,Allergic disease (hay fever or allergic rhinitis) (diagnosed by doctor),MONDO_0005271
PGS001287,0.6666666666666666,24,36,0,0,Psoriatic arthropathy,EFO_0003778
PGS001288,0.841025641025641,164,195,0,0,Inflammatory bowel disease,EFO_0003767
PGS001289,0.6363636363636364,7,11,0,0,Thyroid cancer,EFO_0002892
PGS001290,0.9119170984455959,528,579,0,0,Osteoarthritis,MONDO_0005178
PGS001291,0.8270042194092827,784,948,0,0,Prostate cancer,EFO_0001663
PGS001292,0.8803986710963455,530,602,0,0,Family history of prostate cancer,EFO_0600083
PGS001293,0.7608695652173914,70,92,0,0,Other diseases of liver (time-to-event),EFO_0001421
PGS001294,0.9073226544622426,3172,3496,0,0,Non-insulin-dependent diabetes (time-to-event),MONDO_0005148
PGS001295,0.8337662337662337,321,385,0,0,Type 2 diabetes,MONDO_0005148
PGS001296,0.8314606741573034,296,356,0,0,Insulin-dependent diabetes mellitus (time-to-event),MONDO_0005147
PGS001297,0.8115942028985508,56,69,0,0,Type 1 diabetes,MONDO_0005147
PGS001298,0.9348650699035439,8626,9227,0,0,Obesity (time-to-event),EFO_0001073
PGS001299,0.7916666666666666,19,24,0,0,Cervical cancer,EFO_0001061
PGS001300,0.4444444444444444,4,9,0,0,Celiac disease or gluten sensitivity  diagnosed,EFO_0001060
PGS001301,0.8691588785046729,372,428,0,0,Malabsorption/coeliac disease,EFO_0001060
PGS001302,0.8970345963756178,1089,1214,0,0,Cataract,MONDO_0005129
PGS001303,0.8770833333333333,421,480,0,0,Other cataract (time-to-event),MONDO_0005129
PGS001304,0.8620689655172413,100,116,0,0,Melanoma (malignant),EFO_0000756
PGS001305,0.8264462809917356,100,121,0,0,Vitamin b12 deficiency induced anemia (time-to-event),EFO_0000734
PGS001306,0.8324022346368715,149,179,0,0,Ulcerative colitis,EFO_0000729
PGS001307,0.8529048207663782,690,809,0,0,Ulcerative colitis (time-to-event),EFO_0000729
PGS001308,1.0,7,7,0,0,Sjogren's syndrome/sicca syndrome,EFO_0000699
PGS001309,0.8730650154798761,282,323,0,0,Other rheumatoid arthritis (time-to-event),EFO_0000685
PGS001310,0.8228571428571428,144,175,0,0,Rheumatoid arthritis,EFO_0000685
PGS001311,0.6666666666666666,2,3,0,0,Seropositive rheumatoid arthritis (time-to-event),EFO_0000685
PGS001312,0.8480392156862745,173,204,0,0,Psoriasis,EFO_0000676
PGS001313,0.8996539792387543,520,578,0,0,Psoriasis (time-to-event),EFO_0000676
PGS001314,0.8628158844765343,956,1108,0,0,Acute myocardial infarction (time-to-event),EFO_0000612
PGS001315,0.889821029082774,1591,1788,0,0,Myocardial infarction,EFO_0000612
PGS001316,0.8935008192244676,1636,1831,0,0,Myocardial infarction (algorithmically-defined),EFO_0000612
PGS001317,0.8466019417475729,872,1030,0,0,Vascular/heart problems diagnosed by doctor Heart attack,EFO_0000612
PGS001318,0.9304015296367113,7299,7845,0,0,Disorders of lipoprotein metabolism and other lipidaemias (time-to-event),EFO_0000589
PGS001319,1.0,2,2,0,0,Other metabolic disorders (time-to-event),EFO_0000589
PGS001320,0.9419911536509318,12991,13791,0,0,Hypertension,EFO_0000537
PGS001321,0.8848594741613781,976,1103,0,0,Eye problems/disorders (Glaucoma),MONDO_0005041
PGS001322,0.8977099236641222,588,655,0,0,Glaucoma,MONDO_0005041
PGS001323,0.8964181994191674,1852,2066,0,0,Glaucoma (time-to-event),MONDO_0005041
PGS001324,0.9412061751551003,13047,13862,0,0,Family history of high blood pressure,EFO_0000493
PGS001326,0.6904761904761905,29,42,0,0,Emphysema,EFO_0000464
PGS001327,0.9106834443622008,3691,4053,0,0,Diabetes,EFO_0000400
PGS001328,0.9180914512922466,2309,2515,0,0,Family history of diabetes,EFO_0000493
PGS001329,0.9044052863436123,2053,2270,0,0,Unspecified diabetes mellitus (time-to-event),EFO_0000400
PGS001330,0.8272727272727273,182,220,0,0,Crohn's disease [regional enteritis] (time-to-event),EFO_0000384
PGS001331,0.8443579766536965,217,257,0,0,Crohns disease,EFO_0000384
PGS001332,0.8402489626556017,405,482,0,0,Chronic obstructive pulmonary disease,EFO_0000341
PGS001333,0.8471001757469244,482,569,0,0,Chronic obstructive pulmonary disease (algorithmically-defined),EFO_0000341
PGS001334,0.8534136546184738,425,498,0,0,Other chronic obstructive pulmonary disease (time-to-event),EFO_0000341
PGS001335,0.9403239556692242,13236,14076,0,0,Vascular/heart problems diagnosed by doctor High BP,EFO_0000319
PGS001336,0.9099099099099099,505,555,0,0,Breast cancer,EFO_0000305
PGS001337,0.8307692307692308,162,195,0,0,Family history of breast cancer,EFO_0005606
PGS001338,0.8225674570727719,1006,1223,0,0,Hyperplasia of prostate (time-to-event),EFO_0000284
PGS001339,0.903828197945845,1936,2142,0,0,Atrial fibrillation and flutter (time-to-event),EFO_0000275
PGS001340,0.9174280879864636,2711,2955,0,0,Atrial fibrillation,EFO_0000275
PGS001341,0.9335925349922239,6003,6430,0,0,Asthma,MONDO_0004979
PGS001343,0.9343190661478599,6003,6425,0,0,Asthma (algorithmically-defined),MONDO_0004979
PGS001344,0.9346799152956508,5738,6139,0,0,Asthma (diagnosed by doctor),MONDO_0004979
PGS001345,0.8689655172413793,378,435,0,0,Asthma (diagnosed by doctor),MONDO_0004979
PGS001346,0.935472496473907,7959,8508,0,0,Asthma (time-to-event),MONDO_0004979
PGS001347,0.8057553956834532,112,139,0,0,Family history of Alzheimer's/dementia,EFO_0009268
PGS001348,0.8,12,15,0,0,Alzheimer's disease (algorithmically-defined),MONDO_0004975
PGS001349,1.0,6,6,0,0,Alzheimer's disease (time-to-event),MONDO_0004975
PGS001350,0.9998563573594379,1023226,1023373,0,0,Fasting glucose,EFO_0004465
PGS001351,0.999851721493945,1024946,1025098,0,0,Fasting insulin,EFO_0004466
PGS001352,0.9998557177013768,1018689,1018836,0,0,Glycated haemoglobin levels (HbA1c),EFO_0004541
PGS001353,0.6666666666666666,4,6,0,0,Parkinson's disease,MONDO_0005180
PGS001354,0.6666666666666666,8,12,0,0,Thyroid cancer,EFO_0002892
PGS001355,0.9977785979215479,2987404,2994055,0,0,Coronary artery disease,EFO_0001645
PGS001356,0.9977509290765161,2990053,2996793,0,0,Atrial fibrillation,EFO_0000275
PGS001357,0.9977482355116074,2990013,2996761,0,0,Type 2 diabetes,MONDO_0005148
PGS001358,0.8783783783783784,130,148,0,0,3mm cylindrical power (R),EFO_0004731
PGS001359,0.9380857112772455,8909,9497,0,0,3mm strong meridian (L),EFO_0004731
PGS001360,0.9382067050188455,9459,10082,0,0,3mm strong meridian (R),EFO_0004731
PGS001361,0.8862704918032787,865,976,0,0,3mm strong meridian angle (L),EFO_0004731
PGS001362,0.9397674418604651,8082,8600,0,0,3mm weak meridian (L),EFO_0004731
PGS001363,0.939107202493599,8436,8983,0,0,3mm weak meridian (R),EFO_0004731
PGS001364,0.8808777429467085,281,319,0,0,6mm cylindrical power angle (L),EFO_0004731
PGS001365,0.9399106302916275,7993,8504,0,0,6mm strong meridian (L),EFO_0004731
PGS001366,0.9364356220848248,8633,9219,0,0,6mm strong meridian (R),EFO_0004731
PGS001367,0.9391608391608391,8058,8580,0,0,6mm weak meridian (L),EFO_0004731
